Nombre del Tratado,Bilateral,Lugar de Adopcion,Fecha de Adopcion,Estados-Organismos,Temas,Naturaleza del Tratado,Depositario,Suscribio Por Colombia,Vigente,Fecha Ley Aprobatoria,Numero Ley Aprobatoria,Sentencia Fecha Ley,Sentencia Numero,Decreto Fecha Diario Oficial,Decreto Numero Diario Oficial
CONVENIO COMPLEMENTARIO DE COOPERACION SOBRE MEDIO AMBIENTE Y PROMOCION DEL DESARROLLO SOSTENIBLE ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DEL PERU,SI,LIMA,11/06/2003,PERU,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),11/07/2003,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"AGENCIA PARA EL DESARROLLO INTERNACIONAL, CONVENIO DE ASISTENCIA AL PAIS, CONVENIO DE ASISTENCIA DE AID NO. CAP 514-011 ENMIENDA NO SIETE ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA",SI,BOGOTA,28/09/2010,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CLEMENCIA FORERO MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),28/09/2010,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO UNIDO PARA EL ESTABLECIMIENTO DE SERVICIOS AEREOS ENTRE SUS RESPECTIVOS TERRITORIOS Y MAS ALLA DE LOS MISMOS,SI,BOGOTA,16/10/1947,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),TRATADO,(NO REGISTRA),DOMINGO ESGUERRA - MINISTRO DE RELACIONES EXTERIORES,SI,22/07/1952,13 DE 1952,04/09/1952,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE FINANCIACION NO LA/2019/041-517 ENTRE LA UNION EUROPEA Y LA REPUBLICA DE COLOMBIA CONTRATO REFORMA SECTORIAL PARA EL DESARROLLO RURAL EN COLOMBIA FASE II,NO,BOGOTA,07/05/2020,UNIÓN EUROPEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - CLAUDIA BLUM,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO DE BUDAPEST SOBRE EL RECONOCIMIENTO INTERNACIONAL DEL DEPOSITO DE MICROORGANISMOS A LOS FINES DEL PROCEDIMIENTO EN MATERIA DE PATENTES,NO,NAIROBI,28/04/1977,ORGANIZACIÓN MUNDIAL DE LA PROPIEDAD INTELECTUAL-OMPI,(NO REGISTRA),TRATADO,ORGANIZACIÓN MUNDIAL DE LA PROPIEDAD INTELECTUAL-OMPI,(NO REGISTRA),SI,06/02/2012,1515 DE 2012,26/07/2016,C-350/2013,(NO REGISTRA),(NO REGISTRA)
PROTOCOLO RELATIVO A UNA ENMIENDA AL CONVENIO SOBRE AVIACION CIVIL INTERNACIONAL,NO,MONTREAL,01/10/1998,ORGANIZACIÓN DE AVIACION CIVIL INTERNACIONAL-OACI,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE AVIACION CIVIL INTERNACIONAL-OACI,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO PARA LA COOPERACION ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA RELATIVO A LOS USOS CIVILES DE LA ENERGIA NUCLEAR Y LOS CANJES DE NOTAS QUE CONSTITUYEN EL PRESENTE CONVENIO,SI,BOGOTA,08/01/1981,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),TRATADO,(NO REGISTRA),DIEGO URIBE VARGAS - MINISTRO DE RELACIONES EXTERIORES,SI,10/02/1983,7 DE 1983,07/09/1983,(NO REGISTRA),09/09/1985,2584 DE 1985
ACUERDO DE COOPERACION ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA ITALIANA PARA LA ASISTENCIA TECNICA Y FORMACION PROFESIONAL PARA EL ESTUDIO GEOLOGICO MINERALOGICO Y METALURGICO DE DEPOSITOS DE METALES PRECIOSOS DE LA ZONA ANDINA,SI,BOGOTA,11/12/1990,ITALIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),LUIS FERNANDO JARAMILLO MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),17/09/1991,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE COLOMBIA Y LA OFICINA DE EDUCACION IBEROAMERICANA RELATIVO A LA REPRESENTACION DE LA OEI EN COLOMBIA,SI,MADRIR,17/07/1978,ORGANIZACIÓN ESTADOS IBEROAMERICANOS-OEI,(NO REGISTRA),TRATADO,(NO REGISTRA),SAMUEL HOYOS ARANGO- EMBAJADOR DE COLOMBIA EN ESPAÑA,SI,17/02/1989,30 DE 1989,18/09/1989,(NO REGISTRA),20/12/1989,2989 DE 1989
CONVENCION DE LAS NACIONES UNIDAS SOBRE LOS DERECHOS POLITICOS DE LA MUJER,NO,NUEVA YORK,31/03/1953,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,(NO REGISTRA),35 DE 1986,03/11/1986,(NO REGISTRA),12/10/1988,2110 DE 1988
MEMORANDO DE ENTENDIMIENTO  PARA EL ESTABLECIMIENTO DEL MECANISMO DE DIALOGO POLITICO Y COOPERACION ENTRE LOS ESTADOS  PARTE Y ESTADOS ASOCIADOS  DEL MERCADO COMUN DEL SUR (MERCOSUR) Y LA FEDERACION DE RUSIA,NO,BRASILIA,15/12/2006,MERCADO COMUN DEL SUR-MERCOSURRUSIA,(NO REGISTRA),TRATADO,PARAGUAY,MARIO GALOFRE CANO,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO PARA PROFUNDIZAR LA LIBERALIZACION DE LOS PORCENTAJES MINIMOS DE PROGRAMACION DE PRODUCCION NACIONAL DE SERVICIOS DE TELEVISION DE SEÑAL ABIERTA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DEL PERU,SI,LIMA,11/12/2007,PERU,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),LUIS GUILLERMO PLATA PAEZ MINISTRO DE COMERCIO INDUSTRIA Y TURISMO DE LA REPUBLICA DE COLOMBIA,SI,(NO REGISTRA),(NO REGISTRA),11/12/2007,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO MARCO DE COOPERACION ENTRE EL FEDEICOMISO DE PROMOCION DE EXPORTACIONES DE COLOMBIA - PROEXPORT COLOMBIA Y LA COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO -PROMPERU,SI,LIMA,11/12/2007,PERU,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),LUIS GUILLERMO PLATA PAEZ MINISTRO DE COMERCIO INDUSTRIA Y TURISMO,SI,(NO REGISTRA),(NO REGISTRA),11/12/2007,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE LA COOPERACION TECNICA MEDIANTE EL CUAL SE INCREMENTA LA SUMA EN LIBRAS ESTERLINAS PARA FINANCIAR EL PROYECTO DE LA UNIDAD DE EFICIENCIA PARA COLOMBIA FASE II ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,SI,BOGOTA,16/02/1998,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),NOEMI SANIN DE RUBIO MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),16/02/1998,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ENMIENDAS DE 2002 AL PROTOCOLO DE 1988 RELATIVO AL CONVENIO INTERNACIONAL PARA LA SEGURIDAD DE LA VIDA HUMANA EN EL MAR, 1974 RESOLUCION MSC.124(75)",NO,LONDRES,25/05/2002,ORGANIZACIÓN MARITIMA INTERNACIONAL-OMI,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,ORGANIZACIÓN MARITIMA INTERNACIONAL-OMI,(NO REGISTRA),SI,(NO REGISTRA),(NO REGISTRA),01/01/2004,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO PARA HOMOLOGAR EL TRATAMIENTO IMPOSITIVO PREVISTO EN LOS CONVENIOS PARA EVITR LA DOBLE IMPOSICION SUSCRITOS ENTRE LOS ESTADOS PARTE DEL ACUERDO MARCO DE LA ALIANZA DEL PACIFICO ANEXOS I Y II,NO,WASHINGTON,14/10/2017,COLOMBIACHILEPERUMEXICO,(NO REGISTRA),TRATADO,COLOMBIA,MINISTRO DE HACIENDA Y CREDITO PUBLICO - MAURICIO CARDENS SANTAMARIA,SI,16/07/2021,2105 DE 2021,02/07/2023,C-316/2022,(NO REGISTRA),(NO REGISTRA)
"ACUERDO SOBRE LA EXENCION DE VISAS PARA TITULARES DE PASAPORTES DIPLOMATICOS, ESPECIALES Y OFICIALES ENTRE EL GOBIERNO DE LA REPUBLICA COLOMBIA Y EL GOBIERNO DEL ESTADO DE QATAR",SI,BOGOTA,27/07/2016,QATAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),10/06/2017,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE SEDE ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL PARLAMENTO ANDINO PARA EL FUNCIONAMIENTO DE LA OFICINA CENTRAL,SI,CARTAGENA,20/12/1984,COMUNIDAD ANDINA-CAN,(NO REGISTRA),TRATADO,(NO REGISTRA),AUGUSTO RAMIREZ OCAMPO- MINISTRO DE RELACIONES EXTERIORES,SI,14/11/1985,94 DE 1985,15/01/1986,(NO REGISTRA),19/06/1986,1952 DE 1986
ACUERDO SOBRE PRIVILEGIOS E INMUNIDADES DE LA ORGANIZACION DE LOS ESTADOS AMERICANOS,NO,WASHIGTON,15/05/1949,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,31/12/1973,62 DE 1973,17/06/1974,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO ADICIONAL AL CONVENIO DE COOPERACION JUDICIAL EN MATERIA PENAL ENTRE LA REPUBLICA DE COLOMBIA Y EL REINO DE ESPAÑA DEL 29 DE MAYO DE 1997,SI,MADRID,12/07/2005,ESPAÑA,(NO REGISTRA),TRATADO,(NO REGISTRA),LUIS CAMILO OSORIO FISCAL GENERAL DE LA NACION,SI,30/12/2007,1179 DE 2007,01/07/2010,C-939/2008,19/07/2012,1556 DE 2012
ACUERDO COMPLEMENTARIO ENTRE LA REPUBLICA DE COLOMBIA Y EL REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE REFERENTE A LA COOPERACION TECNICA PARA EL MEJORAMIENTO DE LA ENSEÑANZA DEL INGLES,SI,BOGOTA,19/02/1991,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),LUIS FERNANDO JARAMILLO MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),19/02/1991,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ESTATUTO Y REGLAMENTO GENERAL DE LA ORGANIZACION INTERNACIONAL DE POLICIA CRIMINAL - INTERPOL,NO,VIENNA,13/06/1956,INTERPOL–OIPC,(NO REGISTRA),TRATADO,(NO REGISTRA),(NO REGISTRA),SI,16/07/2013,1670 DE 2013,(NO REGISTRA),C-259 DE 2014,(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y LA CONFEDERACION SUIZA RELATIVO A LOS TRANSPORTES AEREOS REGULARES,SI,BOGOTA,03/08/2016,SUIZA,(NO REGISTRA),TRATADO,(NO REGISTRA),MARIA ANGELA HOLGUIN CUELLAR - MINISTRA DE RELACIONES EXTERIORES,NO,16/07/2021,2106 DE 2021,(NO REGISTRA),C-320/22,(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DOMINICANA SOBRE ASISTENCIA MUTUA EN MATERIA PENAL,SI,SANTO DOMINGO,27/06/1998,REPUBLICA DOMINICANA,(NO REGISTRA),TRATADO,(NO REGISTRA),CAMILO REYES RODRIGUEZ - MINISTRO DE RELACIONES EXTERIORES,NO,02/01/2004,879 DE 2004,(NO REGISTRA),C-619/2004,(NO REGISTRA),(NO REGISTRA)
PROTOCOLO MODIFICATORIO DEL TRATADO DE CREACION DEL TRIBUNAL DE JUSTICIA DEL ACUERDO DE CARTAGENA,NO,COCHABAMBA,28/05/1996,COMUNIDAD ANDINA-CAN,(NO REGISTRA),TRATADO,COMUNIDAD ANDINA-CAN,(NO REGISTRA),SI,04/08/1998,457 DE 1998,25/08/1999,C-227 DE 1999,15/10/1999,2054 DE 1999
CONVENCION PARA PREVENIR Y SANCIONAR LOS ACTOS DE TERRORISMO CONFIGURADOS EN DELITOS CONTRA  LAS PERSONAS Y LA EXTORSION CONEXA CUANDO ESTOS TENGAN TRASCENDENCIA INTERNACIONAL,NO,WASHINGTON,02/02/1971,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,12/07/1995,195 DE 1995,15/11/1996,C-186/1996,13/05/1997,1269 DE 1997
ACUERDO DE CONSTITUCION DE LA COMISION BINACIONAL COLOMBO-PERUANA DE TURISMO,SI,LIMA,12/07/1994,PERU,(NO REGISTRA),TRATADO,(NO REGISTRA),NOEMI SANNIN DE RUBIO,SI,(NO REGISTRA),(NO REGISTRA),12/07/1994,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO COMERCIAL ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE COSTA DE MARFIL,SI,ABIDJAN,13/11/1997,COSTA DE MARFIL,(NO REGISTRA),TRATADO,(NO REGISTRA),CARLOS LEMONS SIMONS VICEPRESIDENTE DE LA REPUBLICA,NO,11/07/2000,591 DE 2000,(NO REGISTRA),C-279/2001,(NO REGISTRA),(NO REGISTRA)
ACUERDO COMPLEMENTARIO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE REFERENTE A LA COOPERACION TECNICA EN LA MODERNIZACION DEL ESTADO COLOMBIANO,SI,BOGOTA,11/01/1994,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),NOEMI SANIN DE RUBIO - MINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),11/01/1994,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE CUBA SOBRE PROMOCION Y PROTECCION RECIPROCA DE INVERSIONES,SI,BOGOTA,16/07/1994,CUBA,(NO REGISTRA),TRATADO,(NO REGISTRA),ARMANDO MONTENEGRO DIRECTOR DEL DEPARTAMENTO NACIONAL DE PLANEACION,NO,29/12/1995,245 DE 1995,(NO REGISTRA),C-379/1996,(NO REGISTRA),(NO REGISTRA)
ACUERDO PARA EL PLAN DE ORDENAMIENTO Y DESARROLLO SOSTENIDO DE LAS CUENCAS BINACIONALES COLOMBO-ECUATORIANAS DE LOS RIOS MIRA Y MATAJE,SI,ESMERALDAS,18/04/1990,ECUADOR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JULIO LONDOÑO MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),18/04/1990,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE POLONIA SOBRE LA OCUPACION REMUNERADA DE DEPENDIENTES DE MIEMBROS DE MISIONES DIPLOMATICAS Y OFICINAS CONSULARES,SI,BRUSELAS,16/07/2018,POLONIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),20/12/2018,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO DE MODIFICACION DE LA CONVENCION UNICA DE 1961 SOBRE ESTUPEFACIENTES,NO,GINEBRA,25/03/1972,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,29/11/1974,13 DE 1974,08/08/1975,(NO REGISTRA),14/05/1990,1019 DE 1990
ACUERDO SOBRE TRANSPORTE AEREO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL ESTADO DE QATAR,SI,BOGOTA,15/02/2013,QATAR,(NO REGISTRA),TRATADO,(NO REGISTRA),(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENCION INTERAMERICANA SOBRE ARBITRAJE COMERCIAL INTERNACIONAL,NO,PANAMA,30/01/1975,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,19/09/1986,44 DE 1986,29/12/1986,(NO REGISTRA),04/06/1987,1034 DE 1987
"ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y LA SECRETARIA GENERAL DE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS RELATIVO A LOS PRIVILEGIOS E INMUNIDADES DE LOS VEEDORES DE LAS ELECCIONES LEGISLATIVAS DEL 11 DE MARZO DE 2018 EN LA REPUBLICA DE COLOMBIA Y LA SEGUNDA VUELTA ELECTORAL, SI LA HUBIERE, PREVISTA PARA EL 17 DE JUNIO DE 2018",NO,BOGOTA,05/03/2018,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO DE AMISTAD LIGA Y CONFEDERACION ENTRE LA REPUBLICA DE COLOMBIA Y LOS ESTADOS UNIDOS MEXICANOS,SI,MEXICO,03/10/1823,MEXICO,(NO REGISTRA),TRATADO,(NO REGISTRA),MIGUEL DE SANTAMARIA MINISTRO PLENIPOTENCIARIO,SI,(NO REGISTRA),(NO REGISTRA),02/09/1825,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ACUERDO COMERCIAL ENTRE EL REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE, POR UNA PARTE, Y LA REPUBLICA DE COLOMBIA, LA REPUBLICA DEL ECUADOR Y LA REPUBLICA DEL PERU, POR OTRA",SI,QUITO,15/05/2019,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),TRATADO,(NO REGISTRA),LAURA ISABEL VALDIVIESO JIMENEZ - VICEMINISTRA DE COMERCIO EXTERIOR,SI,23/12/2020,2067 DE 2020,28/06/2022,C-110 / 2022,(NO REGISTRA),(NO REGISTRA)
TRATADO ENTRE LA REPUBLICA FEDERAL DE ALEMANIA Y LA REPUBLICA DE COLOMBIA SOBRE EL FOMENTO Y LA RECIPROCA PROTECCION DE INVERSION DE CAPITAL,SI,BOGOTA,11/06/1965,ALEMANIA,(NO REGISTRA),TRATADO,(NO REGISTRA),FERNANDO GOMEZ MARTINEZ MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO INTERNACIONAL DEL CACAO,NO,GINEBRA,25/06/2010,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,(NO REGISTRA),(NO REGISTRA),10/05/2023,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRARADO DE DERECHO COMERCIAL INTERNACIONAL Y PROTOCOLO ADICIONAL,NO,MONTEVIDEO,12/02/1889,ARGENTINABOLIVIABRASILCHILEPARAGUAYPERUURUGUAY,(NO REGISTRA),TRATADO,URUGUAY,(NO REGISTRA),SI,30/12/1992,33 DE 1992,25/10/1934,C-276 DE 1993,(NO REGISTRA),(NO REGISTRA)
CONVENCION DE LAS NACIONES UNIDAS SOBRE LA PREVENCION Y EL CASTIGO DE DELITOS CONTRA PERSONAS INTERNACIONALMENTE PROTEGIDAS INCLUSIVE LOS AGENTES DIPLOMATICOS,NO,NUEVA YORK,14/12/1973,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,06/12/1994,169 DE 1994,15/02/1996,C-396/1995,14/03/1996,0510 DE 1996
QUINTO PROTOCOLO ADICIONAL A LA CONSTITUCION DE LA UNION POSTAL UNIVERSAL,NO,SEUL,14/09/1994,UNION POSTAL UNIVERSAL-UPU,(NO REGISTRA),TRATADO,UNION POSTAL UNIVERSAL-UPU,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ACUERDO ENTRE LA ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACIÓN, LA CIENCIA Y LA CULTURA (UNESCO) Y EL GOBIERNO DE COLOMBIA RELATIVO A LA CONTINUACIÓN EN BOGOTÁ DEL CENTRO REGIONAL PARA EL FOMENTO DEL LIBRO EN AMÉRICA LATINA Y EL CARIBE (CERLALC) COMO CENTRO AUSPICIADO POR LA UNESCO (CATEGORÍA 2)",SI,BOGOTÁ,05/08/2022,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACION LA CIENCIA Y LA CULTURA-UNESCO,(NO REGISTRA),TRATADO,(NO REGISTRA),IVAN DUQUE MARQUEZ - PRESIDENTE DE LA REPÚBLICA,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE SUPRESION DE VISAS DE LOS TITULARES DE PASAPORTES ORDINARIOS ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE EL SALVADOR.,SI,BOGOTA,08/11/1966,EL SALVADOR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GERMAN ZEA HERNANDEZ MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),08/11/1966,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE ECUADOR SOBRE PESCA ARTESANAL,SI,POPAYAN,13/05/1994,ECUADOR,(NO REGISTRA),TRATADO,(NO REGISTRA),NOEMI SANIN DE RUBIO MINISTRA DE RELACIONES EXTERIORES,SI,15/02/2007,1131 DE 2007,17/06/2011,C-927/2007,(NO REGISTRA),(NO REGISTRA)
CONVENIO NO. 151 SOBRE LA PROTECCION DEL DERECHO DE SINDICACION Y LOS PROCEDIMIENTOS PARA DETERMINAR LAS CONDICIONES DE EMPLEO EN LA ADMINISTRACION PUBLICA,NO,GINEBRA,07/06/1978,ORGANIZACIÓN INTERNACIONAL DEL TRABAJO-OIT,(NO REGISTRA),TRATADO,ORGANIZACIÓN INTERNACIONAL DEL TRABAJO-OIT,CAMILO REYES RODRIGUEZ - EMBAJADOR,SI,05/11/1997,411 DE 1997,08/12/2001,C- 377/1998,14/03/2001,424 DE 2001
ACUERDO DE ASISTENCIA RECIPROCA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA COOPERATIVA DE GUYANA PARA PREVENCION CONTROL Y REPRESION DEL USO Y TRAFICO ILICITO DE ESTUPEFACIENTES Y SUSTANCIAS PSICOTROPICAS,SI,GEORGETOWN,13/01/1994,GUYANA,(NO REGISTRA),TRATADO,(NO REGISTRA),NOEMI SANIN DE RUBIO MINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
